dataset,method,n_clusters,n_classes,largest_cluster_frac,cluster_collapse,cluster_degenerate,unique_mapped_classes,mapping_collapse,rf_train_bal_acc_on_pseudo,rf_underfit_pseudo,unique_predicted_classes,bal_acc,majority_baseline_bal,gt_acc,lse_ratio,lse_lift,beats_majority,matches_majority,gt_beats_majority,failed,error
FOREX_audnzd-hour-High,dictlearn,2.0,2.0,0.733,False,False,2.0,False,1.0,False,2.0,0.511,0.5,0.649,0.787,0.073,True,False,True,,
Estimation_of_Obesity_Levels,kmeans,7.0,7.0,0.178,False,False,7.0,False,1.0,False,7.0,0.408,0.143,0.953,0.428,0.327,True,False,True,,
Estimation_of_Obesity_Levels,dbscan,2.0,7.0,0.996,True,True,2.0,True,1.0,False,2.0,0.145,0.143,0.953,0.152,0.003,False,True,True,,
Estimation_of_Obesity_Levels,agg,7.0,7.0,0.234,False,False,7.0,False,1.0,False,7.0,0.325,0.143,0.953,0.341,0.225,True,False,True,,
Estimation_of_Obesity_Levels,gmm,7.0,7.0,0.418,False,False,7.0,False,1.0,False,7.0,0.367,0.143,0.953,0.385,0.276,True,False,True,,
Estimation_of_Obesity_Levels,autoenc,7.0,7.0,0.227,False,False,7.0,False,1.0,False,7.0,0.359,0.143,0.953,0.377,0.267,True,False,True,,
Estimation_of_Obesity_Levels,dictlearn,7.0,7.0,0.221,False,False,7.0,False,1.0,False,7.0,0.234,0.143,0.953,0.246,0.113,True,False,True,,
FOREX_eursek-day-High,kmeans,2.0,2.0,0.521,False,False,2.0,False,1.0,False,2.0,0.512,0.5,0.635,0.806,0.091,True,False,True,,
FOREX_eursek-day-High,dbscan,7.0,2.0,0.856,False,False,2.0,False,1.0,False,2.0,0.536,0.5,0.635,0.844,0.267,True,False,True,,
FOREX_eursek-day-High,agg,2.0,2.0,0.652,False,False,2.0,False,1.0,False,2.0,0.508,0.5,0.635,0.799,0.056,False,True,True,,
FOREX_eursek-day-High,gmm,2.0,2.0,0.883,False,False,2.0,False,0.997,False,2.0,0.51,0.5,0.635,0.803,0.074,False,True,True,,
FOREX_eursek-day-High,autoenc,2.0,2.0,0.599,False,False,2.0,False,1.0,False,2.0,0.503,0.5,0.635,0.792,0.024,False,True,True,,
FOREX_eursek-day-High,dictlearn,2.0,2.0,0.788,False,False,2.0,False,1.0,False,2.0,0.481,0.5,0.635,0.758,-0.137,False,False,True,,
KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,kmeans,2.0,2.0,0.999,False,True,2.0,False,1.0,False,1.0,0.5,0.5,0.497,1.005,0.0,False,True,False,,
KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dbscan,18.0,2.0,0.826,False,False,2.0,False,1.0,False,2.0,0.513,0.5,0.497,1.032,0.0,True,False,False,,
KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,agg,2.0,2.0,0.999,False,True,2.0,False,1.0,False,1.0,0.5,0.5,0.497,1.005,0.0,False,True,False,,
KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,gmm,2.0,2.0,0.999,False,True,2.0,False,1.0,False,1.0,0.5,0.5,0.497,1.005,0.0,False,True,False,,
KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,autoenc,2.0,2.0,0.972,False,True,2.0,False,1.0,False,2.0,0.493,0.5,0.497,0.992,0.0,False,True,False,,
KDDCup09-Upselling_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dictlearn,2.0,2.0,0.994,False,True,2.0,False,1.0,False,2.0,0.499,0.5,0.497,1.003,0.0,False,True,False,,
mfeat-factors_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,kmeans,10.0,10.0,0.151,False,False,10.0,False,1.0,False,10.0,0.825,0.1,0.963,0.857,0.841,True,False,True,,
mfeat-factors_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dbscan,2.0,10.0,0.993,True,True,2.0,True,1.0,False,2.0,0.102,0.1,0.963,0.106,0.003,False,True,True,,
mfeat-factors_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,agg,10.0,10.0,0.154,False,False,10.0,False,1.0,False,10.0,0.8,0.1,0.963,0.831,0.812,True,False,True,,
mfeat-factors_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,gmm,10.0,10.0,0.152,False,False,10.0,False,1.0,False,10.0,0.742,0.1,0.963,0.771,0.745,True,False,True,,
mfeat-factors_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,autoenc,10.0,10.0,0.189,False,False,10.0,False,1.0,False,10.0,0.735,0.1,0.963,0.764,0.736,True,False,True,,
mfeat-factors_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dictlearn,10.0,10.0,0.163,False,False,10.0,False,1.0,False,10.0,0.68,0.1,0.963,0.706,0.672,True,False,True,,
Accidents_Prediction_Balanced_v3,kmeans,2.0,2.0,0.522,False,False,2.0,False,1.0,False,2.0,0.687,0.5,0.475,1.447,0.0,True,False,False,,
Accidents_Prediction_Balanced_v3,dbscan,19.0,2.0,0.125,False,False,2.0,False,1.0,False,2.0,0.483,0.5,0.475,1.016,0.0,False,False,False,,
Accidents_Prediction_Balanced_v3,agg,2.0,2.0,0.575,False,False,2.0,False,1.0,False,2.0,0.679,0.5,0.475,1.43,0.0,True,False,False,,
Accidents_Prediction_Balanced_v3,gmm,2.0,2.0,0.573,False,False,2.0,False,1.0,False,2.0,0.318,0.5,0.475,0.67,0.0,False,False,False,,
Accidents_Prediction_Balanced_v3,autoenc,2.0,2.0,0.522,False,False,2.0,False,1.0,False,2.0,0.662,0.5,0.475,1.393,0.0,True,False,False,,
Accidents_Prediction_Balanced_v3,dictlearn,2.0,2.0,0.652,False,False,2.0,False,1.0,False,2.0,0.439,0.5,0.475,0.924,0.0,False,False,False,,
FOREX_audchf-hour-High,kmeans,2.0,2.0,0.74,False,False,2.0,False,1.0,False,2.0,0.491,0.5,0.627,0.783,-0.07,False,True,True,,
FOREX_audchf-hour-High,dbscan,67.0,2.0,0.756,False,False,2.0,False,1.0,False,2.0,0.5,0.5,0.627,0.797,0.002,False,True,True,,
FOREX_audchf-hour-High,agg,,,,,,,,,,,,,,,,,,,True,unable to allocate array data.
FOREX_audchf-hour-High,gmm,2.0,2.0,0.923,False,True,2.0,False,1.0,False,2.0,0.507,0.5,0.627,0.809,0.058,False,True,True,,
FOREX_audchf-hour-High,autoenc,2.0,2.0,0.668,False,False,2.0,False,1.0,False,2.0,0.493,0.5,0.627,0.786,-0.056,False,True,True,,
FOREX_audchf-hour-High,dictlearn,2.0,2.0,0.533,False,False,2.0,False,1.0,False,2.0,0.507,0.5,0.627,0.809,0.057,False,True,True,,
jungle_chess_2pcs_raw_endgame_complete_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,kmeans,3.0,3.0,0.562,False,False,3.0,False,1.0,False,3.0,0.372,0.333,0.634,0.587,0.129,True,False,True,,
jungle_chess_2pcs_raw_endgame_complete_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,dbscan,4.0,3.0,0.562,False,False,3.0,False,1.0,False,3.0,0.371,0.333,0.634,0.585,0.125,True,False,True,,
jungle_chess_2pcs_raw_endgame_complete_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,agg,3.0,3.0,0.562,False,False,3.0,False,1.0,False,3.0,0.372,0.333,0.634,0.587,0.129,True,False,True,,
jungle_chess_2pcs_raw_endgame_complete_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,gmm,3.0,3.0,0.452,False,False,3.0,False,1.0,False,3.0,0.284,0.333,0.634,0.448,-0.164,False,False,True,,
jungle_chess_2pcs_raw_endgame_complete_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,autoenc,3.0,3.0,0.372,False,False,3.0,False,1.0,False,3.0,0.346,0.333,0.634,0.546,0.043,True,False,True,,
jungle_chess_2pcs_raw_endgame_complete_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,dictlearn,3.0,3.0,0.498,False,False,3.0,False,1.0,False,3.0,0.367,0.333,0.634,0.579,0.111,True,False,True,,
datatrieve,kmeans,2.0,2.0,0.788,False,False,2.0,False,1.0,False,2.0,0.438,0.5,0.5,0.875,0.0,False,False,False,,
datatrieve,dbscan,2.0,2.0,0.519,False,False,2.0,False,1.0,False,2.0,0.688,0.5,0.5,1.375,0.0,True,False,False,,
datatrieve,agg,2.0,2.0,0.817,False,False,2.0,False,1.0,False,2.0,0.438,0.5,0.5,0.875,0.0,False,False,False,,
datatrieve,gmm,2.0,2.0,0.769,False,False,2.0,False,1.0,False,2.0,0.438,0.5,0.5,0.875,0.0,False,False,False,,
datatrieve,autoenc,2.0,2.0,0.769,False,False,2.0,False,1.0,False,2.0,0.438,0.5,0.5,0.875,0.0,False,False,False,,
datatrieve,dictlearn,2.0,2.0,0.683,False,False,2.0,False,1.0,False,2.0,0.667,0.5,0.5,1.333,0.0,True,False,False,,
air-quality-and-pollution-assessment,kmeans,4.0,4.0,0.413,False,False,4.0,False,1.0,False,4.0,0.68,0.25,0.918,0.74,0.643,True,False,True,,
air-quality-and-pollution-assessment,dbscan,3.0,4.0,0.962,True,True,3.0,True,1.0,False,3.0,0.28,0.25,0.918,0.305,0.045,True,False,True,,
air-quality-and-pollution-assessment,agg,4.0,4.0,0.405,False,False,4.0,False,1.0,False,4.0,0.717,0.25,0.918,0.78,0.698,True,False,True,,
air-quality-and-pollution-assessment,gmm,4.0,4.0,0.398,False,False,4.0,False,1.0,False,4.0,0.704,0.25,0.918,0.767,0.68,True,False,True,,
air-quality-and-pollution-assessment,autoenc,4.0,4.0,0.41,False,False,4.0,False,1.0,False,4.0,0.698,0.25,0.918,0.76,0.67,True,False,True,,
air-quality-and-pollution-assessment,dictlearn,4.0,4.0,0.432,False,False,4.0,False,1.0,False,4.0,0.392,0.25,0.918,0.427,0.213,True,False,True,,
Fashion-MNIST_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,kmeans,10.0,10.0,0.155,False,False,10.0,False,1.0,False,10.0,0.547,0.1,0.782,0.7,0.656,True,False,True,,
Fashion-MNIST_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,dbscan,2.0,10.0,0.993,True,True,2.0,True,1.0,False,1.0,0.1,0.1,0.782,0.128,0.0,False,True,True,,
Fashion-MNIST_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,agg,10.0,10.0,0.206,False,False,10.0,False,1.0,False,10.0,0.573,0.1,0.782,0.732,0.692,True,False,True,,
Fashion-MNIST_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,gmm,10.0,10.0,0.195,False,False,10.0,False,1.0,False,10.0,0.465,0.1,0.782,0.594,0.535,True,False,True,,
Fashion-MNIST_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,autoenc,10.0,10.0,0.219,False,False,10.0,False,1.0,False,8.0,0.487,0.1,0.782,0.623,0.568,True,False,True,,
Fashion-MNIST_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,dictlearn,10.0,10.0,0.253,False,False,10.0,False,1.0,False,10.0,0.455,0.1,0.782,0.581,0.52,True,False,True,,
artificial-characters,kmeans,10.0,10.0,0.2,False,False,10.0,False,1.0,False,10.0,0.192,0.1,0.908,0.212,0.114,True,False,True,,
artificial-characters,dbscan,47.0,10.0,0.802,False,False,10.0,False,1.0,False,9.0,0.183,0.1,0.908,0.202,0.103,True,False,True,,
artificial-characters,agg,10.0,10.0,0.176,False,False,10.0,False,1.0,False,10.0,0.211,0.1,0.908,0.232,0.137,True,False,True,,
artificial-characters,gmm,10.0,10.0,0.178,False,False,10.0,False,1.0,False,10.0,0.247,0.1,0.908,0.271,0.181,True,False,True,,
artificial-characters,autoenc,10.0,10.0,0.185,False,False,10.0,False,1.0,False,10.0,0.229,0.1,0.908,0.252,0.16,True,False,True,,
artificial-characters,dictlearn,10.0,10.0,0.179,False,False,10.0,False,1.0,False,10.0,0.22,0.1,0.908,0.242,0.148,True,False,True,,
synthetic_control,kmeans,6.0,6.0,0.323,False,False,6.0,False,1.0,False,6.0,0.558,0.167,1.0,0.558,0.47,True,False,True,,
synthetic_control,dbscan,4.0,6.0,0.833,True,False,4.0,True,1.0,False,4.0,0.225,0.167,1.0,0.225,0.07,True,False,True,,
synthetic_control,agg,6.0,6.0,0.331,False,False,6.0,False,1.0,False,6.0,0.708,0.167,1.0,0.708,0.65,True,False,True,,
synthetic_control,gmm,6.0,6.0,0.287,False,False,6.0,False,1.0,False,6.0,0.658,0.167,1.0,0.658,0.59,True,False,True,,
synthetic_control,autoenc,6.0,6.0,0.31,False,False,6.0,False,1.0,False,6.0,0.55,0.167,1.0,0.55,0.46,True,False,True,,
synthetic_control,dictlearn,6.0,6.0,0.41,False,False,6.0,False,1.0,False,6.0,0.392,0.167,1.0,0.392,0.27,True,False,True,,
segment_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,kmeans,7.0,7.0,0.352,False,False,7.0,False,1.0,False,7.0,0.556,0.143,0.937,0.594,0.521,True,False,True,,
segment_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dbscan,11.0,7.0,0.583,False,False,7.0,False,1.0,False,7.0,0.406,0.143,0.937,0.434,0.332,True,False,True,,
segment_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,agg,7.0,7.0,0.431,False,False,7.0,False,1.0,False,7.0,0.561,0.143,0.937,0.599,0.527,True,False,True,,
segment_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,gmm,7.0,7.0,0.242,False,False,7.0,False,1.0,False,7.0,0.622,0.143,0.937,0.663,0.603,True,False,True,,
segment_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,autoenc,7.0,7.0,0.321,False,False,7.0,False,1.0,False,7.0,0.534,0.143,0.937,0.57,0.492,True,False,True,,
segment_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dictlearn,7.0,7.0,0.426,False,False,7.0,False,1.0,False,7.0,0.436,0.143,0.937,0.465,0.369,True,False,True,,
taiwanese_bankruptcy_prediction,kmeans,2.0,2.0,0.631,False,False,2.0,False,1.0,False,2.0,0.308,0.5,0.589,0.522,-2.153,False,False,True,,
taiwanese_bankruptcy_prediction,dbscan,2.0,2.0,0.996,False,True,2.0,False,1.0,False,2.0,0.499,0.5,0.589,0.846,-0.013,False,True,True,,
taiwanese_bankruptcy_prediction,agg,2.0,2.0,0.713,False,False,2.0,False,1.0,False,2.0,0.377,0.5,0.589,0.639,-1.377,False,False,True,,
taiwanese_bankruptcy_prediction,gmm,2.0,2.0,0.903,False,True,2.0,False,0.999,False,2.0,0.669,0.5,0.589,1.136,1.894,True,False,True,,
taiwanese_bankruptcy_prediction,autoenc,2.0,2.0,0.989,False,True,2.0,False,1.0,False,1.0,0.5,0.5,0.589,0.848,0.0,False,True,True,,
taiwanese_bankruptcy_prediction,dictlearn,2.0,2.0,0.944,False,True,2.0,False,1.0,False,2.0,0.515,0.5,0.589,0.873,0.165,True,False,True,,
diggle_table_a2,kmeans,9.0,9.0,0.177,False,False,9.0,False,1.0,False,9.0,0.367,0.111,0.913,0.402,0.319,True,False,True,,
diggle_table_a2,dbscan,7.0,9.0,0.343,True,False,7.0,True,1.0,False,6.0,0.494,0.111,0.913,0.541,0.478,True,False,True,,
diggle_table_a2,agg,9.0,9.0,0.177,False,False,9.0,False,1.0,False,9.0,0.379,0.111,0.913,0.415,0.334,True,False,True,,
diggle_table_a2,gmm,9.0,9.0,0.185,False,False,9.0,False,1.0,False,9.0,0.562,0.111,0.913,0.615,0.562,True,False,True,,
diggle_table_a2,autoenc,9.0,9.0,0.177,False,False,9.0,False,1.0,False,9.0,0.393,0.111,0.913,0.43,0.351,True,False,True,,
diggle_table_a2,dictlearn,9.0,9.0,0.169,False,False,9.0,False,1.0,False,9.0,0.34,0.111,0.913,0.372,0.285,True,False,True,,
Smartphone-Based_Recognition_of_Human_Activities,kmeans,6.0,6.0,0.333,False,False,6.0,False,1.0,False,5.0,0.694,0.167,0.972,0.714,0.655,True,False,True,,
Smartphone-Based_Recognition_of_Human_Activities,dbscan,2.0,6.0,0.5,True,False,2.0,True,1.0,False,2.0,0.333,0.167,0.972,0.343,0.207,True,False,True,,
Smartphone-Based_Recognition_of_Human_Activities,agg,6.0,6.0,0.333,False,False,6.0,False,1.0,False,4.0,0.583,0.167,0.972,0.6,0.517,True,False,True,,
Smartphone-Based_Recognition_of_Human_Activities,gmm,6.0,6.0,0.333,False,False,6.0,False,1.0,False,4.0,0.639,0.167,0.972,0.657,0.586,True,False,True,,
Smartphone-Based_Recognition_of_Human_Activities,autoenc,6.0,6.0,0.347,False,False,6.0,False,1.0,False,5.0,0.667,0.167,0.972,0.686,0.621,True,False,True,,
Smartphone-Based_Recognition_of_Human_Activities,dictlearn,6.0,6.0,0.458,False,False,6.0,False,1.0,False,5.0,0.556,0.167,0.972,0.571,0.483,True,False,True,,
lowbwt,kmeans,2.0,2.0,0.636,False,False,2.0,False,1.0,False,2.0,0.45,0.5,0.469,0.959,0.0,False,False,False,,
lowbwt,dbscan,2.0,2.0,0.947,False,True,2.0,False,1.0,False,2.0,0.475,0.5,0.469,1.012,0.0,False,False,False,,
lowbwt,agg,2.0,2.0,0.662,False,False,2.0,False,1.0,False,2.0,0.45,0.5,0.469,0.959,0.0,False,False,False,,
lowbwt,gmm,2.0,2.0,0.709,False,False,2.0,False,1.0,False,2.0,0.428,0.5,0.469,0.911,0.0,False,False,False,,
lowbwt,autoenc,2.0,2.0,0.709,False,False,2.0,False,1.0,False,2.0,0.508,0.5,0.469,1.083,0.0,False,True,False,,
lowbwt,dictlearn,2.0,2.0,0.808,False,False,2.0,False,1.0,False,2.0,0.436,0.5,0.469,0.929,0.0,False,False,False,,
mfeat-karhunen,kmeans,10.0,10.0,0.138,False,False,10.0,False,1.0,False,10.0,0.718,0.1,0.948,0.757,0.729,True,False,True,,
mfeat-karhunen,dbscan,2.0,10.0,0.991,True,True,2.0,True,1.0,False,1.0,0.1,0.1,0.948,0.106,0.0,False,True,True,,
mfeat-karhunen,agg,10.0,10.0,0.168,False,False,10.0,False,1.0,False,10.0,0.73,0.1,0.948,0.77,0.743,True,False,True,,
mfeat-karhunen,gmm,10.0,10.0,0.138,False,False,10.0,False,1.0,False,10.0,0.735,0.1,0.948,0.776,0.749,True,False,True,,
mfeat-karhunen,autoenc,10.0,10.0,0.18,False,False,10.0,False,1.0,False,10.0,0.712,0.1,0.948,0.752,0.723,True,False,True,,
mfeat-karhunen,dictlearn,10.0,10.0,0.186,False,False,10.0,False,1.0,False,10.0,0.595,0.1,0.948,0.628,0.584,True,False,True,,
Advanced_IoT_Dataset,kmeans,6.0,6.0,0.224,False,False,6.0,False,1.0,False,6.0,0.669,0.167,1.0,0.669,0.603,True,False,True,,
Advanced_IoT_Dataset,dbscan,25.0,6.0,0.057,False,False,6.0,False,1.0,False,6.0,0.435,0.167,1.0,0.435,0.322,True,False,True,,
Advanced_IoT_Dataset,agg,6.0,6.0,0.278,False,False,6.0,False,1.0,False,6.0,0.723,0.167,1.0,0.723,0.667,True,False,True,,
Advanced_IoT_Dataset,gmm,6.0,6.0,0.277,False,False,6.0,False,1.0,False,6.0,0.612,0.167,1.0,0.612,0.534,True,False,True,,
Advanced_IoT_Dataset,autoenc,6.0,6.0,0.224,False,False,6.0,False,1.0,False,6.0,0.725,0.167,1.0,0.725,0.67,True,False,True,,
Advanced_IoT_Dataset,dictlearn,6.0,6.0,0.225,False,False,6.0,False,1.0,False,6.0,0.609,0.167,1.0,0.609,0.531,True,False,True,,
