dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,dl_mean_0,dl_mean_1,dl_mean_2,dl_mean_3,dl_mean_4,dl_mean_5,dl_mean_6,dl_mean_7,dl_mean_8,dl_mean_9,dl_var_0,dl_var_1,dl_var_2,dl_var_3,dl_var_4,dl_var_5,dl_var_6,dl_var_7,dl_var_8,dl_var_9,dl_mean_10,dl_mean_11,dl_mean_12,dl_mean_13,dl_mean_14,dl_mean_15,dl_mean_16,dl_mean_17,dl_mean_18,dl_mean_19,dl_var_10,dl_var_11,dl_var_12,dl_var_13,dl_var_14,dl_var_15,dl_var_16,dl_var_17,dl_var_18,dl_var_19
44747,0.7544,0.8246,0.7143,0.6441,0.7368,0.3459,dbscan,0.9975,0.3390386997198089,0.0889061720443676,0.0062958943629187,0.0632957432013252,0.0134777523166553,0.0141213614938065,-0.0681885342067662,-0.0024703399549805,0.0387359148975032,0.1415065850450123,1.2616365289376696,0.4691458812081772,0.8876478342732973,0.0807545747070849,0.5517456391947629,0.6621275690883616,0.1406509004011017,0.0596713926470075,0.1086371791785341,0.2645692060820819,,,,,,,,,,,,,,,,,,,,
1565,0.6923,0.9744,0.9487,0.8462,1.0,1.0,autoenc,0.661,-0.0706026973372591,0.0550635209747981,0.0688425260256992,-0.0876249713427148,0.0809208554990399,-0.1999077832204487,0.0123767070209892,-0.0522397851314796,0.1477518826889198,0.0169310354528744,0.3037574513791277,0.9159264982176292,0.2411630978626067,0.5941172178448272,0.8632656093278667,0.3228616355673156,0.6061605371495705,0.2979770211897512,0.6208832926348244,0.1518305678245434,,,,,,,,,,,,,,,,,,,,
1499,1.0263,0.7368,1.0,0.9474,1.0263,0.7368,kmeans,0.9048,0.054576494967239,0.0264934707293201,0.0472047568941648,-0.0516838983861965,0.1783898755042806,0.0676600997626258,0.170225629148297,0.0273676286467988,,,0.4242460890228398,0.0617969081600872,0.0978384899427448,0.2485604532696925,0.3540243903798957,0.0754677081888906,0.5368437911297784,0.2932071583278254,,,,,,,,,,,,,,,,,,,,,,
41919,1.1277,1.1915,0.9362,1.1702,1.1489,0.8511,dbscan,0.4434,-0.0014498557602307,0.2691205939501681,0.2657407664057294,-0.0429216138042639,0.2373445278910371,-0.3870830798712292,0.1355211872056325,0.4430546373957938,,,1.4271467861885705,0.7436093980287797,0.891264452757,1.0773234827726013,0.7164912219809686,0.9913124912906406,0.4699603373706614,1.1680428367698794,,,,,,,,,,,,,,,,,,,,,,
44742,0.6397,0.6397,0.4926,0.5441,0.5809,0.3676,kmeans,0.34,0.0044671913709025,-0.0081970812206874,-0.0145488864478865,0.0169963904932097,-0.0499136586293409,-0.0351532958986237,0.0190515887151373,0.0030421202623378,-0.0156519544401852,0.0008748414615031,1.897606296153898,1.5898724380849698,1.474723177206464,1.3982188193684957,1.2126177182610878,1.3980127181451918,1.1428058399785097,0.8979373171469861,0.9894660231097352,1.1142796235119454,0.0257586978505323,-0.0146725617836974,0.0028090947679207,0.0092636870201323,-0.000616962749984,-0.008686190501442,1.4447287634003908e-05,-0.0196999764599682,0.0031639610943713,-0.0059804766066798,1.5269916094371028,1.124191365616969,0.8753670200665669,1.2273608892607135,0.8502458702486568,0.9135994722332832,1.1009524179109145,1.2609203966082752,1.104392848504525,1.1402897646538563
329,0.4074,0.3704,0.3704,0.3704,0.4074,0.4815,dictlearn,0.8438,0.0214527432207988,-0.004776001390652,0.0015748228651224,0.0378691030375003,0.0146605968324061,-0.0121054028312069,-0.0302918791775705,-0.0439179654625321,,,0.073997534819513,0.1140307388438327,0.0779068719816032,0.1101576980846716,0.0791151705923594,0.0524677454684257,0.076901669589018,0.1508022481724246,,,,,,,,,,,,,,,,,,,,,,
42544,0.5208,0.1875,0.5,0.5417,0.4792,0.4167,gmm,0.9057,-0.0130398914008399,-0.1700508028940421,0.1157732630348918,-0.1299334530217503,0.0496977774552247,0.0822395403715955,0.0743634626863272,0.0624220555069026,0.0451077002532661,-0.0571335740729629,0.0801721915816635,0.2061259068673012,0.2583829066791093,0.3622628752666793,0.0612530913942791,1.4270651621120996,0.5463880286553771,0.127237455649622,0.0897645019196776,0.1310365389942644,0.0194198375866763,0.0798463310081834,0.0734052644642896,0.0882175283472411,-0.0719910101498137,-0.1163103999234421,,,,,0.0646299150330859,0.1090204022963554,0.1068595098564194,0.2369463104660703,0.1920686863423439,0.3887172718413517,,,,
46420,1.0819,1.0819,1.0877,1.1404,1.1053,0.9825,gmm,0.3393,0.3030724941629389,0.155973009366994,0.2285370443522558,-0.0311802701374125,0.1457836995517013,-0.0281790389458639,0.0300966863491923,0.2323030796692162,,,1.2929099532075763,0.932178335641827,0.6752130450685536,0.8240720211170857,0.3912509895912956,1.2114035617897003,0.5396457635138202,0.6094386590775446,,,,,,,,,,,,,,,,,,,,,,
46840,0.4392,0.1762,0.3474,0.3821,0.3797,0.2432,kmeans,0.9527,-0.0935096984862518,-0.0685291542787711,-0.0005348577806466,-0.020883908375023,0.0086805904772604,0.0381852602646979,0.0895035530917974,-0.0600377646589542,-0.0095565723016386,0.0439371618883548,0.153748430120834,0.1242221793039394,0.0799258702306309,0.0970838219102125,0.1084053749038792,0.1059901898057671,0.1817605043549725,0.0997362287317788,0.1614478526767183,0.1148318645878175,0.0275312813555411,0.0493260618944682,0.0356568215646772,0.0723121768152915,,,,,,,0.110225658735392,0.1480063470236626,0.1630157721904239,0.1263254758909471,,,,,,
694,0.3929,0.5893,0.4107,0.5714,0.4464,0.3214,dbscan,0.9032,-0.1279592174930543,-0.0299599442905063,0.0538045367559137,0.0251335475611272,-0.0329941482794826,0.0940635364908605,0.0076163054713671,0.1262585418345075,-0.0795705727927737,-0.0217134586879152,0.205099357044738,0.0181008336826753,0.0591825295700559,0.0787823112358466,0.017178869712097,0.1817169708051611,0.0051380820062175,0.3537678872814679,0.1222704827345602,0.0275136550945232,-0.0728653206938303,0.0835537109626861,0.0553199113335139,0.1114133991691367,-0.0660426003900535,0.0899303648792216,0.0437834971358689,-0.0658126132693695,,,0.143134469646723,0.1432894747810592,0.0763539400249953,0.4879682482443339,0.1228445813315265,0.3657911025401136,0.0309878073178392,0.3774375959770349,,
