class,dataset_id,true_method,n_instances,n_features,n_classes,skewness_mean,kurtosis_mean,mean_abs_pearson,hopkins,intrinsic_dim_ratio,pca_var_pc1,pca_top3_var,pca_entropy,pairwise_dist_mean,pairwise_dist_cv,pairwise_dist_p90,knn5_dist_mean,knn5_dist_cv,knn5_dist_p90,feature_sparsity,high_corr_frac,corr_dispersion
agg,44667,gmm,0.015156115425156885,0.0022606469494705493,-0.017908603271449542,-0.003156896383290007,-0.004808598413265834,-0.004838710746798606,0.00027427063787482963,-0.004396874378369245,-0.004691572927580318,0.0002478753610700622,-0.005444906000554683,-0.000745919508612352,-0.002319219478534374,0.002133876180896133,0.0021540999436368423,-0.006221701376693312,0.02272758333541667,-0.026211864220669782,-0.0072114638900767185,-0.008247243794168151
agg,47000,agg,0.0039628940579704815,0.05693571194682264,0.02324109773445521,-0.000841265309244464,-0.0007299135491865305,0.0010199311809117966,0.0008661734164276514,0.00773676316134475,0.06960604476742648,0.06468780416877938,0.044455350840712594,0.04899566917324109,0.03188651748271898,0.06370890852269968,0.025700164657004275,0.050428969555002985,0.055085999552445884,0.053862202911075484,0.02116229952553767,0.04041272608553317
agg,1497,kmeans,0.01769885719237041,-0.004767272296355503,-0.012755974334537243,-0.014911660797636972,-0.008239133841305176,-0.00612041727595714,0.0007088289681742299,0.001929128764940433,0.0027158778467438406,0.008020110084187551,0.0011813996606373123,-0.0029109755080981123,0.0034842592965129583,-0.015563649444780519,-0.0025420012198068193,0.002946983843980566,-0.0200775613733642,-6.699669436708596e-05,0.00955998826028484,0.015187020871298158
agg,44698,agg,0.025227667135319046,0.004608589515873361,0.01653980991512358,-0.0013243471955666235,0.007908282449406641,0.003717814531093024,0.0032899238347884265,0.019681873831460608,0.01753838921469893,0.017952101982686722,0.005999522229781897,0.0064270117329951115,0.022737146896172185,0.021302094559312684,0.018697031611949508,0.007679497575930246,0.027261813298483015,0.04365054059929094,0.012474885847436256,0.007699151289313771
agg,46871,autoenc,-0.0014950491805234703,-0.011321253085189645,-0.00840994664665952,0.005002798415088243,0.003959524845782303,-0.006854180071487671,0.0008414399996652569,-0.0030680277378347513,-0.005564620386486984,-0.0020891222776847056,-0.007556675783155452,-0.006520514429422061,0.0036331018641133374,-0.01793165319814446,-0.02925939656985128,-8.705571404538586e-05,-0.036764079502666656,-0.01888981211292016,-0.006638140869496766,-0.0055545426676933156
agg,188,autoenc,-0.009281560613951814,-0.009325044713349695,-0.004003858115277351,-0.010526220506980231,-0.01031903228720014,-0.005142332560788943,0.0012025754374783745,-0.008719988564784046,-0.0031046404960056555,-0.0074166497923655855,-0.0054642917002209945,-0.004624522802696819,-0.007432154342280116,-0.002967550305690926,0.0006183024049924672,-0.004835717513457787,-0.0006707269403607849,-0.0005226714678522191,-0.005891998328815024,0.0009749729600078406
agg,44514,gmm,0.016201632298206866,-0.005052162420546975,-0.011676136741684513,-0.010736218833310057,-0.0065924727121645715,-0.0060027141303109445,0.000778166179331636,-0.0010414808084327322,-0.0025872830007569523,-0.001457697656368263,-0.00819992703455019,-0.005872275452275396,0.005677854844163854,0.01083887520897787,0.007970980615982174,0.001920074853292107,0.014533866656849484,-0.021745347078758158,-0.010113326624127445,-0.0020754834429321314
agg,44626,kmeans,0.016168972252202683,-0.008203001955744537,-0.0089102904411644,0.006415701478085683,0.009821081988888524,-0.008588511623334013,0.001545471215980215,-0.017506301874536345,-0.003136916696940333,-0.0021399056586444694,-0.00698037918197088,-0.0063235315843453155,-0.001159070912608148,-8.986432425687561e-06,0.011146277271579711,0.00369100630306611,0.011431128830910128,-0.01976587643682765,-0.011448439074248128,-0.01001684985782941
agg,46519,dictlearn,0.0032849473643362295,-0.007632827880846485,-0.017715817082866608,-0.007674758059750454,-0.011352468630671967,-0.00836851082013934,0.0030252593919957477,0.006778318877151537,0.00183177919605387,-0.0048200643580044895,0.0006457123350832698,-0.002144695997633703,0.014553066564445872,0.005302423304686554,0.007926164577220412,-0.0016522061627803684,0.018585867588774004,0.027896887843978833,-0.008318461066980075,-0.003767760947048063
agg,44610,agg,0.024593170592937336,0.012493305402225664,0.03425332317593985,0.005921250398913124,-0.00031488158759605654,0.02646434562355801,0.0052619213889712165,0.004537330442651635,0.020910843937011633,0.026839074883343195,0.00976654539812678,0.008358506378017008,0.01427546163536544,0.023553255344431014,0.0268392271130775,0.02435376642187471,0.04510795350188771,0.02596874861816069,0.00904846946665444,0.01132771925926486
agg,44735,kmeans,0.019045111406103314,-0.007320755603728495,-0.01354178701463185,-0.006193626295379606,-0.005190561493739884,-0.005307724186119237,0.0013556401522357953,-0.006770208785471422,-0.006648233703018123,-0.006500331038066577,-0.005957999017000141,-0.001156910389456003,0.020316838878085015,0.001483169227844288,0.007046383847740463,0.0006902574400029931,0.013538464639449079,-0.018277330964928395,-0.009707127819525107,-0.006626792571577925
agg,44382,agg,0.029768055048364512,0.009498981315396436,0.014090811598606449,0.005319060080297773,0.005585267340372616,0.015023256984851503,0.00419382907523013,0.0143486357483269,0.017773155363795125,0.02081853222938387,0.012749437161802013,0.009279273483137966,0.03456502150485876,0.022931555287321298,0.020509587475733643,0.022311139069778177,0.04349474593517676,0.04539968532120253,0.017096464757511712,0.024941719577249836
agg,44553,kmeans,-0.0022078004402393283,-0.006278458524551488,-0.013698556464764375,-0.008743986460944446,-0.009699663524988552,0.0027309311946089494,0.0009210376969258442,-0.006535445141806787,-0.005297618550841409,-0.017301138933700715,-0.005105913399384707,-0.0037842349842770544,0.006578803627664127,-0.012938542509378422,-0.019458918042428667,-0.0020261191806793125,-0.043395100362838585,0.00037414579041445924,-0.0040591017544526565,-0.015924320034336907
agg,44573,dictlearn,-0.025743873370979636,-0.0054255574620558,0.004693063366843321,-0.005386734964806341,-0.00580888584152087,-0.004270853327728064,0.000989568019489699,-0.006445549114919741,-0.004709828818236046,-0.007343990971451987,-0.007923466547600082,-0.005365171847529125,-0.006258625189901478,-0.003132375208684435,5.9721347385745196e-05,-0.0018484755630343577,-0.01456155395337345,-0.017298328870297374,-0.009238323505148766,-0.008705465663654561
