dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,dl_mean_0,dl_mean_1,dl_mean_2,dl_mean_3,dl_var_0,dl_var_1,dl_var_2,dl_var_3,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,md12,md13,md14,md15,md16,md17,md18,md19
44232,0.7242,0.8083,0.8107,1.0142,0.7851,,gmm,0.6186,,,,,,,,,0.4330367415248668,0.0068774479655851,0.082930380232971,-0.6757520293731282,3.746743327062669,0.0082182834639241,0.0099114834993926,0.0094121091248421,0.2945264458703794,0.4968932664685871,0.1593085888732971,0.0201545695992478,0.0015020640713649,7.00925700468269e-05,3.096458917731309e-06,0.7650032583192703,0.1922470298625313,0.0228138648170485,0.0199358470011499
42544,0.5474,0.1471,0.4493,0.5392,0.4657,0.4493,kmeans,0.85,0.1823495553721823,0.1710808760446753,0.0929479787707045,-0.0831667466415122,0.9143767675700518,1.208877538824905,1.4308367845544774,0.4550427359846267,0.171518292884604,0.0105187432767355,0.1025609247069055,3.1891481618321915,17.47851758095723,0.1965930430117142,0.51707949566306,0.2274881516587677,0.0336671733881784,0.0119377626754895,0.003800411338639,0.0,0.0012519002056693,0.0071984261825985,0.000983635875883,0.8439148707860145,0.1284091925243673,0.0117589197889653,0.0159170169006527
46745,0.5008,0.4348,,0.5603,0.6688,0.3778,autoenc,1.0,0.1661951028179754,-0.114220347716406,0.0809933940248212,0.0475683804734646,1.394865678054427,1.412892018900365,1.090456104181789,0.8979261876706847,0.5718755444172369,0.0354118567171963,0.1881803834548019,-1.0925673482332627,2.197498110161513,0.0554634926985397,0.0,0.0,0.0468588117623524,0.1909257851570314,0.2554183636727345,0.2392332866573314,0.1400642528505701,0.0433383476695339,0.0286976595319063,0.7869085017003401,0.1518430086017203,0.0456983396679335,0.015550150030006
1044,0.5557,0.488,0.5748,0.5984,0.5517,0.4895,gmm,0.692,0.0771005891849672,-0.0777644096678711,-0.187247259618996,0.138284456490401,1.5921810577728643,1.2501174145812433,1.1126334622364908,1.0502406700100202,0.2469296022340863,0.0082345959468053,0.090744674481786,1.7461857295000185,5.125863378264809,0.0106581316263252,0.2848519303860772,0.5236848969793959,0.1169165033006601,0.040433926785357,0.0146669333866773,0.0063560712142428,0.0020499299859971,0.0003749549909981,6.721344268853771e-06,0.7889853970794158,0.159703300660132,0.0320128025605121,0.0192984996999399
46560,0.6021,0.4564,,0.4891,0.458,0.4568,kmeans,0.7298,-0.0282919879694912,-0.086335685155945,-0.1198183852608924,0.1069960176339337,0.7022639067617723,0.7890259738095591,0.6810397693454378,0.7330495138898744,0.2677152704025695,0.0063558491054907,0.0797235793569926,2.00446742295878,5.504451399921356,0.0002702140428085,0.1237444288857771,0.6775041408281657,0.1280350470094018,0.0409075415083016,0.0227989597919583,0.005862052410482,0.0008446489297859,3.128625725145029e-05,1.6803360672134429e-06,0.8227931186237247,0.1182075615123024,0.0317576315263052,0.0272416883376675
46331,0.3503,0.2217,0.2893,0.3341,0.2567,0.2366,kmeans,0.8593,-0.0760365172561945,-0.4736537959375781,0.2712853115190095,0.2589794925827,6.208765557616913,4.468490364854019,3.060102302654268,3.257076092937333,0.4916705412608735,0.0195921716218228,0.1399720387142476,0.3506768167529208,0.6687399420709208,0.0037408349543618,0.0127936555439174,0.0464611701331737,0.1791859943139308,0.3316624270537184,0.231482866975909,0.1167888672751758,0.0432440520724225,0.0317970971120754,0.0028430345653149,0.7266197815352387,0.2081400568606913,0.060825976357923,0.0044141852461469
40994,1.3333,1.0,0.9798,1.0303,0.9192,0.9899,kmeans,0.5,0.0060980496407828,0.0127197079064613,-0.0093173169933345,-0.0106269559304247,0.2317310399041931,0.2279021671875451,0.2380338392592247,0.2304573391934947,0.4964763545242192,0.0121659745455924,0.1102994766333571,-0.0691904092555489,-0.0231168643386343,0.0001826072011686,0.0042536736272235,0.0350713242244564,0.1516069433702844,0.3157923004210707,0.3183058348371573,0.1444422961244306,0.0282289249806651,0.002073128813268,4.296640027498496e-05,0.6818230643636676,0.2725358769442296,0.0432671650769098,0.0023738936151929
60,0.5913,0.5913,0.6209,0.6019,0.5997,0.4156,agg,0.8554,0.0339353197678873,0.2056754446274219,-0.2557534039825956,0.2892540705835874,0.9725742032954364,0.681091557762666,1.3699661214393564,1.4680701160643996,0.4358196129333068,0.0130933483800774,0.1144261699965417,0.3273396573593484,-0.0762554721783153,0.0001041510377594,0.0087584396099024,0.1024618654663666,0.2923168292073018,0.318871967991998,0.1905183795948987,0.0706712928232058,0.0148902225556389,0.0013748437109277,3.2008002000500123e-05,0.6769143535883971,0.2803697174293573,0.0400762690672668,0.0026396599149787
44463,0.6489,0.6426,0.7022,0.6144,0.6771,0.6865,agg,0.7975,0.068653386968052,0.3776845780139431,0.0266162724460959,0.4156797830209424,4.042854277635135,5.8968215714507775,2.8044246431680158,2.344778133742796,0.1883037055694756,0.007280229942603,0.0853242635046038,2.484177707100728,10.009980482366462,0.0711382113821138,0.6184529393370857,0.2322435897435897,0.051109287054409,0.0126876172607879,0.0078572545340838,0.0039446529080675,0.0024757661038148,7.973733583489681e-05,1.0944340212632896e-05,0.822932301438399,0.128660100062539,0.0259232332707942,0.0224843652282676
1559,1.0667,0.6667,0.9667,1.6778,1.7,0.4333,autoenc,0.375,-0.0331660256910922,0.0326906476140966,-0.0011912915016085,0.0474457347982566,0.4017010173978744,0.2587212782373913,0.274379083952766,0.3282388540585146,0.4939289566178951,0.0217695933814059,0.1475452248681939,-0.1988181241882571,0.0934119403320199,0.008318990246701,0.0220883534136546,0.0631095811818703,0.1623637406769937,0.2507171543316122,0.2527251864601262,0.1686746987951807,0.0579460699942627,0.0117613310384394,0.0022948938611589,0.6855995410212278,0.2670682730923694,0.0427423981640849,0.0045897877223178
