dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,majority_accuracy,gt_lift_over_majority,dl_mean_0,dl_mean_1,dl_mean_2,dl_mean_3,dl_mean_4,dl_mean_5,dl_mean_6,dl_mean_7,dl_mean_8,dl_mean_9,dl_var_0,dl_var_1,dl_var_2,dl_var_3,dl_var_4,dl_var_5,dl_var_6,dl_var_7,dl_var_8,dl_var_9,dl_mean_10,dl_mean_11,dl_mean_12,dl_mean_13,dl_mean_14,dl_mean_15,dl_mean_16,dl_mean_17,dl_mean_18,dl_mean_19,dl_var_10,dl_var_11,dl_var_12,dl_var_13,dl_var_14,dl_var_15,dl_var_16,dl_var_17,dl_var_18,dl_var_19
44367,0.672897,0.623053,0.660436,0.660436,0.663551,0.626168,kmeans,0.8025,0.5,0.3025,-0.21671986156646528,0.2603897310579206,-0.19402453766385488,-0.07721603059446086,-0.10117217588076916,0.08105176254271462,0.0594642254026664,0.06230278347311549,,,0.7178360408706743,0.5319941801998488,0.6262692578309959,0.1871052800908815,0.2508776076343585,0.46968360894393013,0.22423485878095598,0.24441304436824993,,,,,,,,,,,,,,,,,,,,,,
26,0.30129,0.481047,0.305979,0.277061,0.265338,0.228214,dbscan,0.987269,0.333333,0.653935,-0.010664311762193932,0.0008054448021705525,0.00026711145835221604,0.0020022206978504648,0.0012685072694323513,-0.00068613323790443,-0.0018229422416600554,-0.005259587276246189,0.006861465779297827,-0.0023724522905813348,0.32028184880894134,0.325237515444513,0.329535655175534,0.3317122758645632,0.35745154003211926,0.30079903265721386,0.30317834092896045,0.3252798172917173,0.3293483364710463,0.34028669459023286,,,,,,,,,,,,,,,,,,,,
44505,0.573718,0.596154,0.50641,0.538462,0.442308,0.387821,dbscan,0.802057,0.347044,0.455013,0.4692533879344404,-0.1459987711964292,0.11205475984456757,0.22638095151157522,0.1267712020319063,-0.18448290098934178,-0.14074860114530874,0.001967889459578715,0.21269911358593488,0.03820090697024646,3.093765776585534,0.6456046260928354,0.9104291451617481,0.8895184509541805,0.5908707641175504,0.3567291038268619,0.30852522176438574,0.27556398239225255,0.43644473210232665,0.48291173481651384,0.1679004300952635,0.24967331483038974,0.08196775098885531,-0.3340613537986157,,,,,,,0.39934867285100584,0.6171220297439269,0.6879183458721135,1.5735615468483428,,,,,,
44677,0.590426,0.617021,0.531915,0.585106,0.534574,0.577128,dbscan,0.94,0.5575,0.3825,0.4584459376613512,0.5518979165731469,0.3280914630064368,0.17854927860719674,0.2591924753367429,0.0012225598580600763,-0.2509293476499296,-0.3658510886040806,,,3.2333106408905876,4.893393672070349,1.1934496567627915,1.2677517537681766,1.8766262022481852,2.6596736446409,1.6525309972595426,1.2209274423669332,,,,,,,,,,,,,,,,,,,,,,
46543,0.649055,0.704589,0.649055,0.652526,0.649055,0.702275,dbscan,0.775651,0.50015,0.275501,0.12421886585580276,-0.01815690883689811,-0.08377024342791704,-0.1023290828057979,0.08181125112363508,0.11684042339868818,0.032165763554031286,0.02057739725870318,,,2.6935131851339325,0.2587373908067324,0.1294013247643232,0.36978912451931123,0.5502832555274494,0.17649504642189978,0.975528899857214,0.9671583095791078,,,,,,,,,,,,,,,,,,,,,,
45028,0.60563,0.566822,0.575294,0.641159,0.614922,0.562449,gmm,0.8866,0.500121,0.386479,0.053016618341954806,-0.05606955526356839,0.12170385100745662,-0.09432697078350301,-0.07904904602519595,0.013498945571649537,0.03526190450240715,0.014269597894066037,,,0.9067134058377713,0.3126873664041279,0.4056766502016436,0.223198937652014,0.17096873770897741,0.9763774866655587,0.23244400665492582,0.18583404325792238,,,,,,,,,,,,,,,,,,,,,,
734,0.768947,0.651372,0.794347,0.650143,0.732487,0.648914,agg,0.887636,0.576,0.311636,0.5523450130759596,0.01706858790304962,0.1322924530174006,0.02039806145559755,-0.0031135899552423383,0.21218005947197977,0.10732062188909433,0.1354620992693582,,,8.106283414799735,1.8694874665487993,0.8069776062425988,0.829354922383426,1.0039782068047491,1.940615550195922,0.7161846895652323,0.7630704857368787,,,,,,,,,,,,,,,,,,,,,,
44619,0.355224,0.692537,0.358209,0.280597,0.280597,0.435821,dbscan,0.968208,0.699422,0.268786,0.00427988059743714,0.03692621625068892,-0.018759242914201304,0.01633250394172381,0.016301995767421484,-0.03777465138505115,-0.004346151220175693,0.01695318249575294,,,0.32286275864962877,0.33645806515676363,0.322295870512451,0.31963826895377373,0.31286098626861053,0.31952324523596876,0.3008691463220055,0.31157179400826024,,,,,,,,,,,,,,,,,,,,,,
46842,0.577143,0.674286,0.571429,0.674286,0.674286,0.468571,dbscan,0.862069,0.399015,0.463054,0.18454617115156857,-0.011159909239344023,0.09156152564106163,0.1071226231553128,0.05564639447864424,0.07560772365891491,0.12243917146418049,0.07987705159638872,,,0.3710600294207455,0.20053186917884253,0.20298570358172954,0.2090205334180226,0.08343243343869612,0.08703904993599106,0.22367700456884027,0.2534673017693597,,,,,,,,,,,,,,,,,,,,,,
46952,0.591623,0.685864,0.691099,0.612565,0.570681,0.670157,agg,0.905213,0.663507,0.241706,-0.21986796497737413,0.41855891038743287,0.26259107102524987,0.03453154448292951,0.2658191085317743,0.09476814014000286,-0.13398762798034983,-0.19706183726735851,,,2.9511943993652365,3.8474569345837955,3.238844908161753,1.8970764122031896,2.397442852668442,2.2251581992434692,1.4518293212392352,1.7722308621906064,,,,,,,,,,,,,,,,,,,,,,
